Country Name,"Time","GHG net emissions/removals by LUCF (Mt of CO2 equivalent)","Total greenhouse gas emissions (kt of CO2 equivalent)"
France,"2012","NA","499146.634492193"
France,"2013","NA","NA"
France,"2014","NA","NA"
French Polynesia,"2005","NA","678.19443"
French Polynesia,"2006","NA","653.20842"
French Polynesia,"2007","NA","689.488"
French Polynesia,"2008","NA","717.56322"
French Polynesia,"2009","NA","716.596642090272"
French Polynesia,"2010","NA","754.737560047553"
French Polynesia,"2011","NA","778.586485586382"
French Polynesia,"2012","NA","799.897576604797"
French Polynesia,"2013","NA","NA"
French Polynesia,"2014","NA","NA"
Gabon,"2005","NA","14185.9193"
Gabon,"2006","NA","13966.24445"
Gabon,"2007","NA","13080.5403"
Gabon,"2008","NA","61809.4079"
Gabon,"2009","NA","14325.6426511649"
Gabon,"2010","NA","34053.552420328"
Gabon,"2011","NA","34324.7623145748"
Gabon,"2012","NA","34570.626576672"
Gabon,"2013","NA","NA"
Gabon,"2014","NA","NA"
"Gambia, The","2005","NA","3001.6"
"Gambia, The","2006","NA","3751.6136"
"Gambia, The","2007","NA","4029.4209"
"Gambia, The","2008","NA","3350.4432"
"Gambia, The","2009","NA","3012.97665945821"
"Gambia, The","2010","NA","3481.57320442381"
"Gambia, The","2011","NA","3505.92445910053"
"Gambia, The","2012","NA","3529.23152956181"
"Gambia, The","2013","NA","NA"
"Gambia, The","2014","NA","NA"
Georgia,"2005","NA","11190.1678"
Georgia,"2006","NA","11840.2366"
Georgia,"2007","NA","12884.9934"
Georgia,"2008","NA","12282.1374"
Georgia,"2009","NA","13250.1200201929"
Georgia,"2010","NA","13108.6237650807"
Georgia,"2011","NA","14665.8003034717"
Georgia,"2012","NA","14627.7492943065"
Georgia,"2013","NA","NA"
Georgia,"2014","NA","NA"
Germany,"2005","15.7606612894252","981287.68434"
Germany,"2006","14.0744097601888","994686.04577"
Germany,"2007","15.1880782492197","972896.22535"
Germany,"2008","15.2164359944081","992116.30262"
Germany,"2009","17.5633395511643","950463.408604366"
Germany,"2010","NA","948006.754235074"
Germany,"2011","NA","929540.263405034"
Germany,"2012","NA","951716.711065489"
Germany,"2013","NA","NA"
Germany,"2014","NA","NA"
Ghana,"2005","NA","113159.707"
Ghana,"2006","NA","104044.725"
Ghana,"2007","NA","107333.767"
Ghana,"2008","NA","124072.65"
Ghana,"2009","NA","104912.635467253"
Ghana,"2010","NA","106432.692607526"
Ghana,"2011","NA","107126.215493213"
Ghana,"2012","NA","107784.294435056"
Ghana,"2013","NA","NA"
Ghana,"2014","NA","NA"
Gibraltar,"2005","NA","397.694674"
Gibraltar,"2006","NA","413.75552"
Gibraltar,"2007","NA","426.49841"
Gibraltar,"2008","NA","417.566705"
Gibraltar,"2009","NA","417.916276542928"
Gibraltar,"2010","NA","443.482165705333"
Gibraltar,"2011","NA","459.115654966115"
Gibraltar,"2012","NA","473.005729316361"
Gibraltar,"2013","NA","NA"
Gibraltar,"2014","NA","NA"
Greece,"2005","-3.05140276577187","120036.209"
Greece,"2006","-3.1387101465228","117313.2946"
Greece,"2007","-2.9336585233655","127392.258"
Greece,"2008","-3.07926945583397","117310.663"
Greece,"2009","-3.01856281002051","113365.798767144"
Greece,"2010","NA","107505.979055767"
Greece,"2011","NA","105013.933556742"
Greece,"2012","NA","100571.170745123"
Greece,"2013","NA","NA"
Greece,"2014","NA","NA"
Greenland,"2005","NA","243.68401"
Greenland,"2006","NA","246.44199"
Greenland,"2007","NA","249.2186"
Greenland,"2008","NA","251.9861"
Greenland,"2009","NA","254.705158613571"
Greenland,"2010","NA","257.571531574549"
Greenland,"2011","NA","260.212684343796"
Greenland,"2012","NA","262.843649773248"
Greenland,"2013","NA","NA"
Greenland,"2014","NA","NA"
Grenada,"2005","NA","562.250665"
Grenada,"2006","NA","628.852762"
Grenada,"2007","NA","625.75656"
Grenada,"2008","NA","643.730012"
Grenada,"2009","NA","645.080683567652"
Grenada,"2010","NA","682.65769207226"
Grenada,"2011","NA","705.684685472562"
Grenada,"2012","NA","726.185419740993"
Grenada,"2013","NA","NA"
Grenada,"2014","NA","NA"
Guam,"2005","NA","76.0846518"
Guam,"2006","NA","77.3803765"
Guam,"2007","NA","78.7497834"
Guam,"2008","NA","80.2123132"
Guam,"2009","NA","81.4806286961758"
Guam,"2010","NA","83.6212456391392"
Guam,"2011","NA","84.7696534428198"
Guam,"2012","NA","85.8694584981447"
Guam,"2013","NA","NA"
Guam,"2014","NA","NA"
Guatemala,"2005","NA","41739.125"
Guatemala,"2006","NA","27001.199"
Guatemala,"2007","NA","34084.597"
Guatemala,"2008","NA","32857.908"
Guatemala,"2009","NA","37118.6643315547"
Guatemala,"2010","NA","30327.54697826"
Guatemala,"2011","NA","30950.2537441356"
Guatemala,"2012","NA","31515.4501791152"
Guatemala,"2013","NA","NA"
Guatemala,"2014","NA","NA"
Guinea,"2005","NA","81922.61"
Guinea,"2006","NA","101496.413"
Guinea,"2007","NA","91126.982"
Guinea,"2008","NA","135227.869"
Guinea,"2009","NA","160212.122008992"
Guinea,"2010","NA","100274.039948299"
Guinea,"2011","NA","100814.392078924"
Guinea,"2012","NA","101348.988273839"
Guinea,"2013","NA","NA"
Guinea,"2014","NA","NA"
Guinea-Bissau,"2005","NA","5582.0385"
Guinea-Bissau,"2006","NA","10458.9408"
Guinea-Bissau,"2007","NA","6842.4988"
Guinea-Bissau,"2008","NA","5808.0868"
Guinea-Bissau,"2009","NA","5046.75756824414"
Guinea-Bissau,"2010","NA","7536.35781347783"
Guinea-Bissau,"2011","NA","7571.17684486716"
Guinea-Bissau,"2012","NA","7604.73449731623"
Guinea-Bissau,"2013","NA","NA"
Guinea-Bissau,"2014","NA","NA"
Guyana,"2005","NA","4917.3336"
Guyana,"2006","NA","4648.2197"
Guyana,"2007","NA","4939.3293"
Guyana,"2008","NA","5112.8356"
Guyana,"2009","NA","25763.6931891269"
Guyana,"2010","NA","5937.29421093619"
Guyana,"2011","NA","6042.57849427375"
Guyana,"2012","NA","6140.68725152308"
Guyana,"2013","NA","NA"
Guyana,"2014","NA","NA"
Haiti,"2005","NA","8059.9368"
Haiti,"2006","NA","8169.6886"
Haiti,"2007","NA","8537.2077"
Haiti,"2008","NA","8462.3932"
Haiti,"2009","NA","8453.14776108017"
Haiti,"2010","NA","8545.16780836899"
Haiti,"2011","NA","8695.42577952115"
Haiti,"2012","NA","8835.46690838767"
Haiti,"2013","NA","NA"
Haiti,"2014","NA","NA"
Honduras,"2005","NA","23206.9081"
Honduras,"2006","NA","16686.6526"
Honduras,"2007","NA","19178.5335"
Honduras,"2008","NA","19785.857"
Honduras,"2009","NA","19877.5557663616"
Honduras,"2010","NA","19663.7156155789"
Honduras,"2011","NA","20084.1362219677"
Honduras,"2012","NA","20467.1629868832"
Honduras,"2013","NA","NA"
Honduras,"2014","NA","NA"
"Hong Kong SAR, China","2005","NA","46413.3095"
"Hong Kong SAR, China","2006","NA","47373.1455"
"Hong Kong SAR, China","2007","NA","49054.4347"
"Hong Kong SAR, China","2008","NA","51945.7835"
"Hong Kong SAR, China","2009","NA","52038.7287180895"
"Hong Kong SAR, China","2010","NA","55049.4029662817"
"Hong Kong SAR, China","2011","NA","56946.3878595726"
"Hong Kong SAR, China","2012","NA","58633.5167723061"
"Hong Kong SAR, China","2013","NA","NA"
"Hong Kong SAR, China","2014","NA","NA"
Hungary,"2005","-4.22109776110013","75543.75689"
Hungary,"2006","-2.28915705898876","75140.63523"
Hungary,"2007","-2.68832666709621","72331.2477"
Hungary,"2008","-3.93338925737881","71578.8505"
Hungary,"2009","-3.01859815740168","65812.1371"
Hungary,"2010","NA","66250.7743"
Hungary,"2011","NA","64385.0040495242"
Hungary,"2012","NA","62988.3997990485"
Hungary,"2013","NA","NA"
Hungary,"2014","NA","NA"
Iceland,"2005","0.808687799241641","3980.6272"
Iceland,"2006","0.779028568654046","4230.9316"
Iceland,"2007","0.746748711354638","4449.1071"
Iceland,"2008","0.718255635220085","5043.3159"
Iceland,"2009","0.681105928830556","5144.2887106422"
Iceland,"2010","NA","5390.98473567479"
Iceland,"2011","NA","5530.25743465459"
Iceland,"2012","NA","5514.85399229931"
Iceland,"2013","NA","NA"
Iceland,"2014","NA","NA"
India,"2005","NA","2117460.59"
India,"2006","NA","2232760.11"
India,"2007","NA","2382011.76"
India,"2008","NA","2438714.28"
India,"2009","NA","2594639.91697394"
India,"2010","NA","2771456.75614684"
India,"2011","NA","2828845.82898461"
India,"2012","NA","3002894.92752695"
India,"2013","NA","NA"
India,"2014","NA","NA"
Indonesia,"2005","NA","1171042.59"
Indonesia,"2006","NA","2381293.72"
Indonesia,"2007","NA","772946.22"
Indonesia,"2008","NA","796581.92"
Indonesia,"2009","NA","1148285.67917462"
Indonesia,"2010","NA","744790.024070399"
Indonesia,"2011","NA","763553.164939774"
Indonesia,"2012","NA","780550.764031458"
Indonesia,"2013","NA","NA"
Indonesia,"2014","NA","NA"
"Iran, Islamic Rep.","2005","NA","576650.654"
"Iran, Islamic Rep.","2006","NA","619914.466"
"Iran, Islamic Rep.","2007","NA","650956.813"
"Iran, Islamic Rep.","2008","NA","511994.769"
"Iran, Islamic Rep.","2009","NA","522841.167132272"
"Iran, Islamic Rep.","2010","NA","529830.348644122"
"Iran, Islamic Rep.","2011","NA","545075.014864847"
"Iran, Islamic Rep.","2012","NA","551144.132445905"
"Iran, Islamic Rep.","2013","NA","NA"
"Iran, Islamic Rep.","2014","NA","NA"
Iraq,"2005","NA","124611.697"
Iraq,"2006","NA","129502.484"
Iraq,"2007","NA","130078.493"
Iraq,"2008","NA","137871.117"
Iraq,"2009","NA","138423.769146231"
Iraq,"2010","NA","146903.733169242"
Iraq,"2011","NA","151457.060059124"
Iraq,"2012","NA","155529.505046712"
Iraq,"2013","NA","NA"
Iraq,"2014","NA","NA"
Ireland,"2005","-1.36422835867082","70080.71247"
Ireland,"2006","-1.40607268447092","71503.3484"
Ireland,"2007","-1.8701214988111","70033.0319"
Ireland,"2008","-2.35743210990702","70132.71958"
Ireland,"2009","-2.17305787984719","65613.0705702765"
Ireland,"2010","NA","65591.2459838566"
Ireland,"2011","NA","61268.1023659476"
Ireland,"2012","NA","62433.0138852174"
Ireland,"2013","NA","NA"
Ireland,"2014","NA","NA"
Isle of Man,"2005","NA","NA"
Isle of Man,"2006","NA","NA"
Isle of Man,"2007","NA","NA"
Isle of Man,"2008","NA","NA"
Isle of Man,"2009","NA","NA"
Isle of Man,"2010","NA","NA"
Isle of Man,"2011","NA","NA"
Isle of Man,"2012","NA","NA"
Isle of Man,"2013","NA","NA"
Isle of Man,"2014","NA","NA"
Israel,"2005","NA","71353.03175"
Israel,"2006","NA","73591.54212"
Israel,"2007","-0.401","77128.57252"
Israel,"2008","NA","75238.54546"
Israel,"2009","NA","75026.0352778109"
Israel,"2010","NA","79072.4356631562"
Israel,"2011","NA","81703.9131146652"
Israel,"2012","NA","84044.4344111728"
Israel,"2013","NA","NA"
Israel,"2014","NA","NA"
Italy,"2005","-90.5423954731105","564114.951"
Italy,"2006","-96.9645028823389","563324.943"
Italy,"2007","-73.3102908750153","547383.143"
Italy,"2008","-92.8278184478109","529283.803"
Italy,"2009","-94.6709724714804","480698.223117841"
Italy,"2010","NA","489460.132730355"
Italy,"2011","NA","482619.037546784"
Italy,"2012","NA","482634.000294537"
Italy,"2013","NA","NA"
Italy,"2014","NA","NA"
Jamaica,"2005","NA","13314.8946"
Jamaica,"2006","NA","14549.9645"
Jamaica,"2007","NA","15423.5468"
Jamaica,"2008","NA","13912.5571"
Jamaica,"2009","NA","13884.0972177137"
Jamaica,"2010","NA","14581.6781043858"
Jamaica,"2011","NA","15053.5054602312"
Jamaica,"2012","NA","15474.3204085017"
Jamaica,"2013","NA","NA"
Jamaica,"2014","NA","NA"
Japan,"2005","-90.2734770151857","1439905.158"
Japan,"2006","-84.5386538749629","1425898.63"
Japan,"2007","-83.7475190636138","1461356.118"
Japan,"2008","-78.3182951222768","1385164.839"
Japan,"2009","-71.5234733539439","1290243.64782972"
Japan,"2010","NA","1350427.9134916"
Japan,"2011","NA","1396767.26078631"
Japan,"2012","NA","1478858.88126732"
Japan,"2013","NA","NA"
Japan,"2014","NA","NA"
Jordan,"2005","NA","22339.7323"
Jordan,"2006","NA","22823.0797"
Jordan,"2007","NA","23900.584"
Jordan,"2008","NA","24469.11527"
Jordan,"2009","NA","24315.6473389454"
Jordan,"2010","NA","25590.049644546"
Jordan,"2011","NA","26440.7735323218"
Jordan,"2012","NA","27198.5945143973"
Jordan,"2013","NA","NA"
Jordan,"2014","NA","NA"
Kazakhstan,"2005","NA","291641.047"
Kazakhstan,"2006","NA","324812.472"
Kazakhstan,"2007","NA","315840.136"
Kazakhstan,"2008","NA","330512.052"
Kazakhstan,"2009","NA","287801.126034189"
Kazakhstan,"2010","NA","347356.081602398"
Kazakhstan,"2011","NA","350475.734882164"
Kazakhstan,"2012","NA","366502.19730054"
Kazakhstan,"2013","NA","NA"
Kazakhstan,"2014","NA","NA"
Kenya,"2005","NA","48661.628"
Kenya,"2006","NA","50017.915"
Kenya,"2007","NA","53054.236"
Kenya,"2008","NA","53277.032"
Kenya,"2009","NA","52547.6800367631"
Kenya,"2010","NA","52675.1023516439"
Kenya,"2011","NA","53513.9923820998"
Kenya,"2012","NA","54302.0956122537"
Kenya,"2013","NA","NA"
Kenya,"2014","NA","NA"
Kiribati,"2005","NA","44.618351"
Kiribati,"2006","NA","44.547904"
Kiribati,"2007","NA","51.375821"
Kiribati,"2008","NA","52.441724"
Kiribati,"2009","NA","52.6991169526772"
Kiribati,"2010","NA","55.219713920603"
Kiribati,"2011","NA","56.6998132419489"
Kiribati,"2012","NA","58.0354562264246"
Kiribati,"2013","NA","NA"
Kiribati,"2014","NA","NA"
"Korea, Dem. People’s Rep.","2005","NA","106557.193"
"Korea, Dem. People’s Rep.","2006","NA","106807.1721"
"Korea, Dem. People’s Rep.","2007","NA","92054.1519"
"Korea, Dem. People’s Rep.","2008","NA","99381.168"
"Korea, Dem. People’s Rep.","2009","NA","99920.3788841107"
"Korea, Dem. People’s Rep.","2010","NA","104116.604314427"
"Korea, Dem. People’s Rep.","2011","NA","107165.318927918"
"Korea, Dem. People’s Rep.","2012","NA","109894.964984758"
"Korea, Dem. People’s Rep.","2013","NA","NA"
"Korea, Dem. People’s Rep.","2014","NA","NA"
"Korea, Rep.","2005","NA","561372.5433"
"Korea, Rep.","2006","NA","565697.20066"
"Korea, Rep.","2007","NA","575558.3818"
"Korea, Rep.","2008","NA","594982.1988"
"Korea, Rep.","2009","NA","594493.202241893"
"Korea, Rep.","2010","NA","628838.721073131"
"Korea, Rep.","2011","NA","650085.534882287"
"Korea, Rep.","2012","NA","668989.651446327"
"Korea, Rep.","2013","NA","NA"
"Korea, Rep.","2014","NA","NA"
Kosovo,"2005","NA","NA"
Kosovo,"2006","NA","NA"
Kosovo,"2007","NA","NA"
Kosovo,"2008","NA","NA"
Kosovo,"2009","NA","NA"
Kosovo,"2010","NA","NA"
Kosovo,"2011","NA","NA"
Kosovo,"2012","NA","NA"
Kosovo,"2013","NA","NA"
Kosovo,"2014","NA","NA"
Kuwait,"2005","NA","91416.6572"
Kuwait,"2006","NA","87101.2683"
Kuwait,"2007","NA","86228.4561"
Kuwait,"2008","NA","89301.4427"
Kuwait,"2009","NA","88824.8817802557"
Kuwait,"2010","NA","93785.5685485441"
Kuwait,"2011","NA","96788.1942169604"
Kuwait,"2012","NA","99467.1164008466"
Kuwait,"2013","NA","NA"
Kuwait,"2014","NA","NA"
Kyrgyz Republic,"2005","-0.6881","10852.4673"
Kyrgyz Republic,"2006","NA","10680.9086"
Kyrgyz Republic,"2007","NA","11464.2627"
Kyrgyz Republic,"2008","NA","11873.2617"
Kyrgyz Republic,"2009","NA","13218.8107777734"
Kyrgyz Republic,"2010","NA","13008.5431032492"
Kyrgyz Republic,"2011","NA","13853.6745152227"
Kyrgyz Republic,"2012","NA","13794.7412448409"
Kyrgyz Republic,"2013","NA","NA"
Kyrgyz Republic,"2014","NA","NA"
Lao PDR,"2005","NA","53444.812"
Lao PDR,"2006","NA","25073.368"
Lao PDR,"2007","NA","70977.957"
Lao PDR,"2008","NA","21335.613"
Lao PDR,"2009","NA","24469.6379259297"
Lao PDR,"2010","NA","38034.9636272718"
Lao PDR,"2011","NA","161456.982700603"
Lao PDR,"2012","NA","161718.737448862"
Lao PDR,"2013","NA","NA"
Lao PDR,"2014","NA","NA"
Latvia,"2005","-17.1405245338265","13288.2027"
Latvia,"2006","-20.2515518368736","14054.3664"
Latvia,"2007","-21.6829172081024","14416.1433"
Latvia,"2008","-22.7433987864131","14204.6668"
Latvia,"2009","-20.4837416719808","13580.3226"
Latvia,"2010","NA","14670.0039"
Latvia,"2011","NA","14150.0953121195"
Latvia,"2012","NA","13943.921724239"
Latvia,"2013","NA","NA"
Latvia,"2014","NA","NA"
Lebanon,"2005","NA","19431.44925"
Lebanon,"2006","NA","16947.8808"
Lebanon,"2007","NA","15102.0736"
Lebanon,"2008","NA","18270.36045"
Lebanon,"2009","NA","18132.6323118552"
Lebanon,"2010","NA","19139.270080816"
Lebanon,"2011","NA","19791.4958766257"
Lebanon,"2012","NA","20371.9733533155"
Lebanon,"2013","NA","NA"
Lebanon,"2014","NA","NA"
Lesotho,"2005","NA","3703.9041"
Lesotho,"2006","NA","2161.3032"
Lesotho,"2007","NA","4439.4282"
Lesotho,"2008","NA","2543.498"
Lesotho,"2009","NA","2727.98013422641"
Lesotho,"2010","NA","3425.27889786419"
Lesotho,"2011","NA","3449.40565110162"
Lesotho,"2012","NA","3472.70753642453"
Lesotho,"2013","NA","NA"
Lesotho,"2014","NA","NA"
Liberia,"2005","NA","2082.70263"
Liberia,"2006","NA","2475.8958"
Liberia,"2007","NA","2847.6082"
Liberia,"2008","NA","2863.1407"
Liberia,"2009","NA","2599.79846235048"
Liberia,"2010","NA","2758.54687127273"
Liberia,"2011","NA","2797.37082211107"
Liberia,"2012","NA","2833.94277850522"
Liberia,"2013","NA","NA"
Liberia,"2014","NA","NA"
Libya,"2005","NA","69931.74"
Libya,"2006","NA","71318.6748"
Libya,"2007","NA","71090.5683"
Libya,"2008","NA","74238.8201"
Libya,"2009","NA","73995.4159130736"
Libya,"2010","NA","77780.0897279971"
Libya,"2011","NA","80072.8192017551"
Libya,"2012","NA","82129.133946468"
Libya,"2013","NA","NA"
Libya,"2014","NA","NA"
Liechtenstein,"2005","-0.0060484627419386","NA"
Liechtenstein,"2006","-0.00607699538448324","NA"
Liechtenstein,"2007","-0.00609747427987143","NA"
Liechtenstein,"2008","-0.00612001640859297","NA"
Liechtenstein,"2009","-0.00614395480398116","NA"
Liechtenstein,"2010","NA","NA"
Liechtenstein,"2011","NA","NA"
Liechtenstein,"2012","NA","NA"
Liechtenstein,"2013","NA","NA"
Liechtenstein,"2014","NA","NA"
Lithuania,"2005","-3.27018329663761","23569.40751"
Lithuania,"2006","-3.43203098781191","24082.2094"
Lithuania,"2007","-3.96030258594841","25791.099"
Lithuania,"2008","-3.95824382007129","26732.648"
Lithuania,"2009","-3.74993190201418","24473.52047"
Lithuania,"2010","NA","26786.483"
Lithuania,"2011","NA","29324.6896732865"
Lithuania,"2012","NA","29442.2123465731"
Lithuania,"2013","NA","NA"
Lithuania,"2014","NA","NA"
Luxembourg,"2005","-0.385654053767861","13445.8188"
Luxembourg,"2006","-0.275587012198803","13493.6595"
Luxembourg,"2007","-0.273175511351284","13072.4388"
Luxembourg,"2008","-0.272338871179056","12702.3411"
Luxembourg,"2009","-0.296432331061969","12343.3163024847"
Luxembourg,"2010","NA","13034.8157583223"
Luxembourg,"2011","NA","12929.5408156803"
Luxembourg,"2012","NA","12610.9976195246"
Luxembourg,"2013","NA","NA"
Luxembourg,"2014","NA","NA"
"Macao SAR, China","2005","NA","1354.581984"
"Macao SAR, China","2006","NA","1329.94063"
"Macao SAR, China","2007","NA","1409.208694"
"Macao SAR, China","2008","NA","1484.326215"
"Macao SAR, China","2009","NA","1487.30063325687"
"Macao SAR, China","2010","NA","1573.8575877553"
"Macao SAR, China","2011","NA","1626.73889331222"
"Macao SAR, China","2012","NA","1673.83779769139"
"Macao SAR, China","2013","NA","NA"
"Macao SAR, China","2014","NA","NA"
"Macedonia, FYR","2005","NA","11591.60108"
"Macedonia, FYR","2006","NA","11559.34434"
"Macedonia, FYR","2007","NA","12465.444"
"Macedonia, FYR","2008","NA","11742.8238"
"Macedonia, FYR","2009","NA","11639.367239289"
"Macedonia, FYR","2010","NA","12257.5435281439"
"Macedonia, FYR","2011","NA","12645.7140398317"
"Macedonia, FYR","2012","NA","12992.2469938559"
"Macedonia, FYR","2013","NA","NA"
"Macedonia, FYR","2014","NA","NA"
Madagascar,"2005","NA","159818.564"
Madagascar,"2006","NA","107263.379"
Madagascar,"2007","NA","134284.869"
Madagascar,"2008","NA","94468.136"
Madagascar,"2009","NA","117984.460835901"
Madagascar,"2010","NA","117231.040631623"
Madagascar,"2011","NA","117586.217732155"
Madagascar,"2012","NA","117932.597060147"
Madagascar,"2013","NA","NA"
Madagascar,"2014","NA","NA"
Malawi,"2005","NA","20503.2074"
Malawi,"2006","NA","15055.3741"
Malawi,"2007","NA","17520.1761"
Malawi,"2008","NA","17735.299"
Malawi,"2009","NA","15595.8303564547"
Malawi,"2010","NA","21415.5371809398"
Malawi,"2011","NA","21525.7616594699"
Malawi,"2012","NA","21632.1320932947"
Malawi,"2013","NA","NA"
Malawi,"2014","NA","NA"
Malaysia,"2005","NA","246665.158"
Malaysia,"2006","NA","240375.427"
Malaysia,"2007","NA","250680.678"
Malaysia,"2008","NA","256755.874"
Malaysia,"2009","NA","277979.415615578"
Malaysia,"2010","NA","263676.105986662"
Malaysia,"2011","NA","271818.836761596"
Malaysia,"2012","NA","279098.376755817"
Malaysia,"2013","NA","NA"
Malaysia,"2014","NA","NA"
Maldives,"2005","NA","486.612249"
Maldives,"2006","NA","568.420471"
Maldives,"2007","NA","615.327781"
Maldives,"2008","NA","642.085684"
Maldives,"2009","NA","645.265816054755"
Maldives,"2010","NA","684.09863052366"
Maldives,"2011","NA","706.853988130539"
Maldives,"2012","NA","727.131787406295"
Maldives,"2013","NA","NA"
Maldives,"2014","NA","NA"
Mali,"2005","NA","87079.094"
Mali,"2006","NA","83577.389"
Mali,"2007","NA","74744.398"
Mali,"2008","NA","86890.413"
Mali,"2009","NA","74104.2691956336"
Mali,"2010","NA","76827.8814527539"
Mali,"2011","NA","77134.1826164302"
Mali,"2012","NA","77437.931654233"
Mali,"2013","NA","NA"
Mali,"2014","NA","NA"
Malta,"2005","-0.0590007821635284","3166.96708"
Malta,"2006","-0.0607871821635284","3056.57731"
Malta,"2007","-0.0607794821635284","3227.64269"
Malta,"2008","-0.0607794821635284","2125.54781"
Malta,"2009","-0.0607618000000001","1977.41451"
Malta,"2010","NA","2053.759"
Malta,"2011","NA","2025.45733335841"
Malta,"2012","NA","1921.12774774241"
Malta,"2013","NA","NA"
Malta,"2014","NA","NA"
Marshall Islands,"2005","NA","6.74162671"
Marshall Islands,"2006","NA","6.89113366"
Marshall Islands,"2007","NA","7.09235152"
Marshall Islands,"2008","NA","7.31844938"
Marshall Islands,"2009","NA","7.54676704"
Marshall Islands,"2010","NA","7.80041439"
Marshall Islands,"2011","NA","7.8784185339"
Marshall Islands,"2012","NA","7.9564226778"
Marshall Islands,"2013","NA","NA"
Marshall Islands,"2014","NA","NA"
Mauritania,"2005","NA","11475.5441"
Mauritania,"2006","NA","11509.7784"
Mauritania,"2007","NA","13429.1196"
Mauritania,"2008","NA","11721.4539"
Mauritania,"2009","NA","11967.5831531667"
Mauritania,"2010","NA","12951.0065581117"
Mauritania,"2011","NA","13153.8609240339"
Mauritania,"2012","NA","13343.1626272099"
Mauritania,"2013","NA","NA"
Mauritania,"2014","NA","NA"
Mauritius,"2005","NA","2854.48193"
Mauritius,"2006","NA","2907.95646"
Mauritius,"2007","NA","2994.73979"
Mauritius,"2008","NA","3149.76195"
Mauritius,"2009","NA","3155.45239150623"
Mauritius,"2010","NA","3334.10679453031"
Mauritius,"2011","NA","3441.62204183213"
Mauritius,"2012","NA","3537.54871124277"
Mauritius,"2013","NA","NA"
Mauritius,"2014","NA","NA"
Mexico,"2005","NA","641308.82"
Mexico,"2006","70.2028","642137.77"
Mexico,"2007","NA","646318.66"
Mexico,"2008","NA","644167.96"
Mexico,"2009","NA","648860.079135921"
Mexico,"2010","NA","643375.43361602"
Mexico,"2011","NA","652861.29145972"
Mexico,"2012","NA","663424.954361171"
Mexico,"2013","NA","NA"
Mexico,"2014","NA","NA"
"Micronesia, Fed. Sts.","2005","NA","39.489149"
"Micronesia, Fed. Sts.","2006","NA","39.653405"
"Micronesia, Fed. Sts.","2007","NA","39.87803"
"Micronesia, Fed. Sts.","2008","NA","40.114106"
"Micronesia, Fed. Sts.","2009","NA","40.399419"
"Micronesia, Fed. Sts.","2010","NA","40.624889"
"Micronesia, Fed. Sts.","2011","NA","41.03113789"
"Micronesia, Fed. Sts.","2012","NA","41.43738678"
"Micronesia, Fed. Sts.","2013","NA","NA"
"Micronesia, Fed. Sts.","2014","NA","NA"
Moldova,"2005","-1.381","12762.8576"
Moldova,"2006","NA","12243.7973"
Moldova,"2007","NA","12163.9801"
Moldova,"2008","NA","11170.1713"
Moldova,"2009","NA","11008.6907771068"
Moldova,"2010","NA","11338.7077686998"
Moldova,"2011","NA","11433.4868914836"
Moldova,"2012","NA","11350.629999647"
Moldova,"2013","NA","NA"
Moldova,"2014","NA","NA"
Monaco,"2005","-1.08582149628346E-05","NA"
Monaco,"2006","-2.18494080215715E-05","NA"
Monaco,"2007","-1.54878534530047E-05","NA"
Monaco,"2008","-1.5591709702381E-05","NA"
Monaco,"2009","-2.48411059166073E-05","NA"
Monaco,"2010","NA","NA"
Monaco,"2011","NA","NA"
Monaco,"2012","NA","NA"
Monaco,"2013","NA","NA"
Monaco,"2014","NA","NA"
Mongolia,"2005","NA","27669.265"
Mongolia,"2006","-2.0826","37790.423"
Mongolia,"2007","NA","55403.599"
Mongolia,"2008","NA","46513.8"
Mongolia,"2009","NA","50237.0158902693"
Mongolia,"2010","NA","24860.3781081674"
Mongolia,"2011","NA","25428.9476397532"
Mongolia,"2012","NA","25944.2551989366"
Mongolia,"2013","NA","NA"
Mongolia,"2014","NA","NA"
Montenegro,"2005","NA","NA"
Montenegro,"2006","NA","NA"
Montenegro,"2007","NA","NA"
Montenegro,"2008","NA","NA"
Montenegro,"2009","NA","NA"
Montenegro,"2010","NA","NA"
Montenegro,"2011","NA","NA"
Montenegro,"2012","NA","NA"
Montenegro,"2013","NA","NA"
Montenegro,"2014","NA","NA"
Morocco,"2005","NA","70022.09"
Morocco,"2006","NA","71423.4066"
Morocco,"2007","NA","73113.44"
Morocco,"2008","NA","72650.847"
Morocco,"2009","NA","72152.210619649"
Morocco,"2010","NA","76087.3788481451"
Morocco,"2011","NA","78381.399786628"
Morocco,"2012","NA","80436.7152145251"
Morocco,"2013","NA","NA"
Morocco,"2014","NA","NA"
Mozambique,"2005","NA","349872.741"
Mozambique,"2006","NA","301392.9914"
Mozambique,"2007","NA","317678.2949"
Mozambique,"2008","NA","363780.5718"
Mozambique,"2009","NA","307176.207409471"
Mozambique,"2010","NA","379823.550388872"
Mozambique,"2011","NA","380073.237805556"
Mozambique,"2012","NA","380308.292508061"
Mozambique,"2013","NA","NA"
Mozambique,"2014","NA","NA"
Myanmar,"2005","NA","223012.72"
Myanmar,"2006","NA","199289.348"
Myanmar,"2007","NA","349940.751"
Myanmar,"2008","NA","189004.373"
Myanmar,"2009","NA","266006.03229454"
Myanmar,"2010","NA","325367.139062547"
Myanmar,"2011","NA","526919.838488792"
